clip_path,label,wpm,source,snr_db
data\augmented\5wpm\260204_05WPM_188_aug00.wav,4,5wpm,260204_05WPM.mp3,1.5
data\augmented\5wpm\260204_05WPM_188_aug01.wav,4,5wpm,260204_05WPM.mp3,8.9
data\augmented\5wpm\260204_05WPM_189_aug00.wav,R1,5wpm,260204_05WPM.mp3,3.6
data\augmented\5wpm\260204_05WPM_189_aug01.wav,R1,5wpm,260204_05WPM.mp3,17.7
data\augmented\5wpm\260204_05WPM_190_aug00.wav,T,5wpm,260204_05WPM.mp3,13.8
data\augmented\5wpm\260204_05WPM_190_aug01.wav,T,5wpm,260204_05WPM.mp3,13.3
data\augmented\5wpm\260204_05WPM_191_aug00.wav,O,5wpm,260204_05WPM.mp3,7.4
data\augmented\5wpm\260204_05WPM_191_aug01.wav,O,5wpm,260204_05WPM.mp3,-0.9
data\augmented\5wpm\260204_05WPM_192_aug00.wav,4R,5wpm,260204_05WPM.mp3,-1.6
data\augmented\5wpm\260204_05WPM_192_aug01.wav,4R,5wpm,260204_05WPM.mp3,19.4
data\augmented\5wpm\260204_05WPM_193_aug00.wav,"4,",5wpm,260204_05WPM.mp3,16.0
data\augmented\5wpm\260204_05WPM_193_aug01.wav,"4,",5wpm,260204_05WPM.mp3,9.6
data\augmented\5wpm\260204_05WPM_194_aug00.wav,H,5wpm,260204_05WPM.mp3,18.2
data\augmented\5wpm\260204_05WPM_194_aug01.wav,H,5wpm,260204_05WPM.mp3,2.0
data\augmented\5wpm\260204_05WPM_195_aug00.wav,AV,5wpm,260204_05WPM.mp3,14.2
data\augmented\5wpm\260204_05WPM_195_aug01.wav,AV,5wpm,260204_05WPM.mp3,9.8
data\augmented\5wpm\260204_05WPM_196_aug00.wav,E,5wpm,260204_05WPM.mp3,18.2
data\augmented\5wpm\260204_05WPM_196_aug01.wav,E,5wpm,260204_05WPM.mp3,13.3
data\augmented\5wpm\260204_05WPM_197_aug00.wav,B,5wpm,260204_05WPM.mp3,9.9
data\augmented\5wpm\260204_05WPM_197_aug01.wav,B,5wpm,260204_05WPM.mp3,-2.0
data\augmented\5wpm\260204_05WPM_198_aug00.wav,EE,5wpm,260204_05WPM.mp3,13.6
data\augmented\5wpm\260204_05WPM_198_aug01.wav,EE,5wpm,260204_05WPM.mp3,9.7
data\augmented\5wpm\260204_05WPM_199_aug00.wav,N,5wpm,260204_05WPM.mp3,0.4
data\augmented\5wpm\260204_05WPM_199_aug01.wav,N,5wpm,260204_05WPM.mp3,9.4
data\augmented\5wpm\260204_05WPM_200_aug00.wav,MO,5wpm,260204_05WPM.mp3,-1.6
data\augmented\5wpm\260204_05WPM_200_aug01.wav,MO,5wpm,260204_05WPM.mp3,18.3
data\augmented\5wpm\260204_05WPM_201_aug00.wav,VE,5wpm,260204_05WPM.mp3,6.0
data\augmented\5wpm\260204_05WPM_201_aug01.wav,VE,5wpm,260204_05WPM.mp3,2.7
data\augmented\5wpm\260204_05WPM_202_aug00.wav,D,5wpm,260204_05WPM.mp3,8.4
data\augmented\5wpm\260204_05WPM_202_aug01.wav,D,5wpm,260204_05WPM.mp3,3.3
data\augmented\5wpm\260204_05WPM_203_aug00.wav,TO,5wpm,260204_05WPM.mp3,15.9
data\augmented\5wpm\260204_05WPM_203_aug01.wav,TO,5wpm,260204_05WPM.mp3,9.9
data\augmented\5wpm\260204_05WPM_204_aug00.wav,5,5wpm,260204_05WPM.mp3,2.1
data\augmented\5wpm\260204_05WPM_204_aug01.wav,5,5wpm,260204_05WPM.mp3,13.5
data\augmented\5wpm\260204_05WPM_205_aug00.wav,96,5wpm,260204_05WPM.mp3,19.2
data\augmented\5wpm\260204_05WPM_205_aug01.wav,96,5wpm,260204_05WPM.mp3,7.0
data\augmented\5wpm\260204_05WPM_206_aug00.wav,T,5wpm,260204_05WPM.mp3,13.8
data\augmented\5wpm\260204_05WPM_206_aug01.wav,T,5wpm,260204_05WPM.mp3,-1.8
data\augmented\5wpm\260204_05WPM_207_aug00.wav,O,5wpm,260204_05WPM.mp3,13.3
data\augmented\5wpm\260204_05WPM_207_aug01.wav,O,5wpm,260204_05WPM.mp3,7.0
data\augmented\5wpm\260204_05WPM_208_aug00.wav,60,5wpm,260204_05WPM.mp3,-2.6
data\augmented\5wpm\260204_05WPM_208_aug01.wav,60,5wpm,260204_05WPM.mp3,1.0
data\augmented\5wpm\260204_05WPM_209_aug00.wav,2,5wpm,260204_05WPM.mp3,3.7
data\augmented\5wpm\260204_05WPM_209_aug01.wav,2,5wpm,260204_05WPM.mp3,12.7
data\augmented\5wpm\260204_05WPM_210_aug00.wav,ME,5wpm,260204_05WPM.mp3,6.2
data\augmented\5wpm\260204_05WPM_210_aug01.wav,ME,5wpm,260204_05WPM.mp3,5.9
data\augmented\5wpm\260204_05WPM_211_aug00.wav,GA,5wpm,260204_05WPM.mp3,12.8
data\augmented\5wpm\260204_05WPM_211_aug01.wav,GA,5wpm,260204_05WPM.mp3,14.3
data\augmented\5wpm\260204_05WPM_212_aug00.wav,HE,5wpm,260204_05WPM.mp3,14.5
data\augmented\5wpm\260204_05WPM_212_aug01.wav,HE,5wpm,260204_05WPM.mp3,18.6
data\augmented\5wpm\260204_05WPM_213_aug00.wav,R,5wpm,260204_05WPM.mp3,9.6
data\augmented\5wpm\260204_05WPM_213_aug01.wav,R,5wpm,260204_05WPM.mp3,11.2
data\augmented\5wpm\260204_05WPM_214_aug00.wav,TZ,5wpm,260204_05WPM.mp3,14.5
data\augmented\5wpm\260204_05WPM_214_aug01.wav,TZ,5wpm,260204_05WPM.mp3,9.7
data\augmented\5wpm\260204_05WPM_215_aug00.wav,D,5wpm,260204_05WPM.mp3,5.4
data\augmented\5wpm\260204_05WPM_215_aug01.wav,D,5wpm,260204_05WPM.mp3,17.2
data\augmented\5wpm\260204_05WPM_216_aug00.wav,IG,5wpm,260204_05WPM.mp3,0.7
data\augmented\5wpm\260204_05WPM_216_aug01.wav,IG,5wpm,260204_05WPM.mp3,6.7
data\augmented\5wpm\260204_05WPM_217_aug00.wav,IT,5wpm,260204_05WPM.mp3,12.4
data\augmented\5wpm\260204_05WPM_217_aug01.wav,IT,5wpm,260204_05WPM.mp3,4.7
data\augmented\5wpm\260204_05WPM_218_aug00.wav,AL,5wpm,260204_05WPM.mp3,1.4
data\augmented\5wpm\260204_05WPM_218_aug01.wav,AL,5wpm,260204_05WPM.mp3,5.8
data\augmented\5wpm\260204_05WPM_219_aug00.wav,=,5wpm,260204_05WPM.mp3,2.7
data\augmented\5wpm\260204_05WPM_219_aug01.wav,=,5wpm,260204_05WPM.mp3,13.5
data\augmented\5wpm\260204_05WPM_220_aug00.wav,E,5wpm,260204_05WPM.mp3,8.1
data\augmented\5wpm\260204_05WPM_220_aug01.wav,E,5wpm,260204_05WPM.mp3,10.8
data\augmented\5wpm\260204_05WPM_221_aug00.wav,ND,5wpm,260204_05WPM.mp3,-2.3
data\augmented\5wpm\260204_05WPM_221_aug01.wav,ND,5wpm,260204_05WPM.mp3,9.2
data\augmented\5wpm\260204_05WPM_222_aug00.wav,O,5wpm,260204_05WPM.mp3,-0.2
data\augmented\5wpm\260204_05WPM_222_aug01.wav,O,5wpm,260204_05WPM.mp3,18.3
data\augmented\5wpm\260204_05WPM_223_aug00.wav,F,5wpm,260204_05WPM.mp3,-2.1
data\augmented\5wpm\260204_05WPM_223_aug01.wav,F,5wpm,260204_05WPM.mp3,-0.7
data\augmented\5wpm\260204_05WPM_224_aug00.wav,5,5wpm,260204_05WPM.mp3,1.4
data\augmented\5wpm\260204_05WPM_224_aug01.wav,5,5wpm,260204_05WPM.mp3,16.1
data\augmented\5wpm\260204_05WPM_225_aug00.wav,WP,5wpm,260204_05WPM.mp3,17.9
data\augmented\5wpm\260204_05WPM_225_aug01.wav,WP,5wpm,260204_05WPM.mp3,15.4
data\augmented\5wpm\260204_05WPM_226_aug00.wav,M,5wpm,260204_05WPM.mp3,16.7
data\augmented\5wpm\260204_05WPM_226_aug01.wav,M,5wpm,260204_05WPM.mp3,-2.3
data\augmented\5wpm\260204_05WPM_227_aug00.wav,TE,5wpm,260204_05WPM.mp3,18.0
data\augmented\5wpm\260204_05WPM_227_aug01.wav,TE,5wpm,260204_05WPM.mp3,14.6
data\augmented\5wpm\260204_05WPM_228_aug00.wav,X,5wpm,260204_05WPM.mp3,12.7
data\augmented\5wpm\260204_05WPM_228_aug01.wav,X,5wpm,260204_05WPM.mp3,0.5
data\augmented\5wpm\260204_05WPM_229_aug00.wav,T,5wpm,260204_05WPM.mp3,11.6
data\augmented\5wpm\260204_05WPM_229_aug01.wav,T,5wpm,260204_05WPM.mp3,13.0
data\augmented\5wpm\260204_05WPM_230_aug00.wav,=,5wpm,260204_05WPM.mp3,4.0
data\augmented\5wpm\260204_05WPM_230_aug01.wav,=,5wpm,260204_05WPM.mp3,10.9
data\augmented\5wpm\260204_05WPM_231_aug00.wav,QS,5wpm,260204_05WPM.mp3,2.6
data\augmented\5wpm\260204_05WPM_231_aug01.wav,QS,5wpm,260204_05WPM.mp3,19.8
data\augmented\5wpm\260204_05WPM_232_aug00.wav,T,5wpm,260204_05WPM.mp3,6.7
data\augmented\5wpm\260204_05WPM_232_aug01.wav,T,5wpm,260204_05WPM.mp3,-2.0
data\augmented\5wpm\260204_05WPM_233_aug00.wav,DE,5wpm,260204_05WPM.mp3,-2.3
data\augmented\5wpm\260204_05WPM_233_aug01.wav,DE,5wpm,260204_05WPM.mp3,19.6
data\augmented\5wpm\260204_05WPM_234_aug00.wav,W,5wpm,260204_05WPM.mp3,7.8
data\augmented\5wpm\260204_05WPM_234_aug01.wav,W,5wpm,260204_05WPM.mp3,9.7
data\augmented\5wpm\260204_05WPM_235_aug00.wav,1A,5wpm,260204_05WPM.mp3,0.1
data\augmented\5wpm\260204_05WPM_235_aug01.wav,1A,5wpm,260204_05WPM.mp3,3.2
data\augmented\5wpm\260204_05WPM_236_aug00.wav,W,5wpm,260204_05WPM.mp3,2.2
data\augmented\5wpm\260204_05WPM_236_aug01.wav,W,5wpm,260204_05WPM.mp3,17.5
data\augmented\5wpm\260204_05WPM_237_aug00.wav,<,5wpm,260204_05WPM.mp3,8.6
data\augmented\5wpm\260204_05WPM_237_aug01.wav,<,5wpm,260204_05WPM.mp3,5.6
